Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Antigua and Barbuda,ATG,Arable land (% of land area),AG.LND.ARBL.ZS,,18.18181818,15.90909091,18.18181818,15.90909091,18.18181818,18.18181818,15.90909091,15.90909091,18.18181818,18.18181818,15.90909091,6.818181818,6.818181818,6.818181818,6.818181818,6.818181818,6.818181818,6.818181818,6.818181818,6.818181818,6.818181818,6.818181818,6.818181818,6.818181818,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,9.090909091,,
Australia,AUS,Arable land (% of land area),AG.LND.ARBL.ZS,,3.92916184,4.178826653,4.300014319,4.605391614,4.811840204,5.156528644,5.373130443,5.38770941,5.402028038,5.416867344,5.351261992,5.286958333,5.234890593,5.482863205,5.496530987,5.477005584,5.348268097,5.534540437,5.718599898,5.731486664,5.599104435,6.036473452,5.833799774,6.128373013,6.137484868,6.093617797,6.110279474,6.117959465,6.20907801,6.235111881,5.94873931,6.143993335,6.02684092,6.15701027,5.21940044,4.723064707,5.189982167,5.734610729,5.92661052,6.157530948,6.483344832,6.221964776,6.123166239,6.214675293,6.430626245,6.211030551,5.745675123,5.724717858,5.937805084,5.541048905,6.206214285,6.132668602,6.016297203,6.112362183,6.004191453,5.986463894,,
Austria,AUT,Arable land (% of land area),AG.LND.ARBL.ZS,,20.45289416,20.35601841,20.05328167,20.06539114,20.10171954,19.56890288,19.37515137,19.38726084,19.19350932,19.20561879,19.21772826,19.22983773,18.33373698,18.33373698,18.29740857,18.4063938,18.51537903,18.73334948,18.44272221,18.60014531,18.75756842,18.58803584,17.42552676,17.49818358,17.53451199,17.42552676,17.42552676,17.65560668,17.66771615,17.26810366,17.49818358,17.38919835,17.18333737,17.23177525,17.12279002,17.07435214,17.02591426,17.00169533,16.97747639,16.94114798,16.79583434,16.7716154,16.71143169,16.70259202,16.71954409,16.67716095,16.66303413,16.57826579,16.54920206,16.5166961,16.46782427,16.4147093,16.40474596,16.37967577,16.31181619,16.29230665,,
Azerbaijan,AZE,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.48259322,20.61838337,20.71211333,20.7445595,21.44754085,21.64461479,21.77947226,22.06517169,22.10035683,22.22289313,22.23849636,22.24386532,22.26509468,22.29857187,22.28178667,22.4376419,22.51322095,22.68160969,22.79447426,22.81327876,22.94756822,23.292079,23.30546974,23.44095904,24.18047659,,
Burundi,BDI,Arable land (% of land area),AG.LND.ARBL.ZS,,26.28504673,27.25856698,28.19314642,28.97196262,29.43925234,29.32242991,30.68535826,31.15264798,38.62928349,36.60436137,36.17601246,34.89096573,36.21495327,36.21495327,36.21495327,36.40965732,36.68224299,36.40965732,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.21495327,36.60436137,36.60436137,36.99376947,36.99376947,37.38317757,37.38317757,37.96728972,38.39563863,38.55140187,38.35669782,37.22741433,35.04672897,33.09968847,35.04672897,36.99376947,36.99376947,38.94080997,42.83489097,46.72897196,46.72897196,46.72897196,46.72897196,,
Belgium,BEL,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4676354,27.90620872,27.47688243,27.57595773,27.74108322,27.84015852,27.80713342,27.70805812,27.87318362,27.74108322,27.54293263,27.24570674,26.51915456,26.94848085,26.98150594,27.39431968,28.05151996,,
Benin,BEN,Arable land (% of land area),AG.LND.ARBL.ZS,,8.158921603,8.336289464,8.513657325,8.691025186,8.868393047,9.134444839,9.48918056,9.755232352,10.4647038,10.64207166,11.08549131,11.3515431,11.52891096,11.79496275,12.14969847,12.41575027,12.68180206,12.85916992,13.03653778,13.30258957,13.56864136,13.74600922,13.83469315,13.92337708,14.01206101,14.10074495,14.18942888,14.27811281,14.36679674,14.32245477,14.36679674,14.45548067,14.63284853,15.07626818,15.87442355,17.29336644,18.6236254,19.95388436,20.39730401,21.10677545,21.72756297,22.61440227,23.50124158,24.38808088,23.94466123,22.17098262,22.17098262,23.05782192,21.72756297,22.52571834,22.88045406,23.94466123,23.94466123,23.94466123,23.94466123,23.94466123,,
Burkina Faso,BFA,Arable land (% of land area),AG.LND.ARBL.ZS,,7.763157895,7.799707602,7.83625731,7.854532164,7.891081871,7.93128655,7.967836257,8.004385965,8.048245614,8.099415205,8.040935673,8.340643275,8.600146199,8.89254386,9.159356725,9.320175439,9.502923977,9.685672515,9.868421053,10.03289474,10.19736842,10.38011696,10.54459064,10.70906433,10.89181287,11.05628655,11.23903509,12.77046784,12.90204678,12.81067251,12.71929825,12.62792398,12.53654971,12.28435673,12.35380117,12.71929825,13.81578947,14.25438596,14.25438596,13.52339181,16.44736842,17.17836257,18.64035088,16.8128655,17.90935673,17.17836257,17.90935673,21.92982456,20.83333333,21.92982456,20.83333333,21.92982456,22.66081871,21.92982456,21.92982456,21.92982456,,
Bangladesh,BGD,Arable land (% of land area),AG.LND.ARBL.ZS,,66.10586157,66.04440347,66.10586157,66.37474072,67.42721057,67.58853807,67.93423984,67.82668818,67.68072521,67.88814627,67.88814627,70.16209572,70.1467312,70.1467312,70.2466006,70.20050703,70.1467312,70.10063763,70.0468618,70.06990858,69.97772144,69.93931013,69.82407621,70.56157333,70.30805869,70.37719905,70.94568641,73.26572943,73.38864562,72.64346624,72.09802566,66.13659061,65.34531766,64.59245602,64.56172697,64.20066067,64.45417531,64.94584006,64.80755935,64.14688484,63.78581854,63.40170546,63.20964892,62.55665668,60.77437198,60.53622186,60.04455712,59.94468772,59.89091188,59.85250058,58.98440501,58.92294692,58.98440501,58.91526465,59.40109268,59.64669249,,
Bulgaria,BGR,Arable land (% of land area),AG.LND.ARBL.ZS,,38.43442104,37.54858537,37.40395914,37.783603,37.66609419,37.65705505,37.47627226,37.54858537,37.58474193,37.4401157,37.34972431,37.31356775,37.24125463,37.04239356,35.7678749,35.61420953,35.58709211,35.48766157,35.22552653,34.59278677,34.56566935,34.51143451,34.45719967,34.41200398,34.4391214,34.52047365,34.57470849,34.71029558,34.7826087,34.85492181,34.92723493,36.58139745,36.72602368,36.16559704,36.13847962,37.99150321,38.85022146,31.96239718,32.34204104,31.87200579,31.33869656,30.83639706,30.55070332,30.46156675,29.20655376,28.83181442,28.40438265,28.43200442,28.97936625,29.34782609,29.93736183,30.55453206,32.0467944,32.11127487,32.32958688,32.20338983,,
Bahrain,BHR,Arable land (% of land area),AG.LND.ARBL.ZS,,1.449275362,1.449275362,1.449275362,1.449275362,1.449275362,1.449275362,1.449275362,1.449275362,1.449275362,1.449275362,1.449275362,1.449275362,1.449275362,1.449275362,1.449275362,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.898550725,2.816901408,2.816901408,2.816901408,2.816901408,2.816901408,2.816901408,2.816901408,2.816901408,2.816901408,2.816901408,2.816901408,2.361111177,2.054794521,2.027027027,1.959459524,1.866666635,1.578947431,1.789473703,2.099737648,2.086049658,2.077922109,2.077922109,2.07522705,2.05655522,2.05655522,,
"Bahamas, The",BHS,Arable land (% of land area),AG.LND.ARBL.ZS,,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.599400599,0.599400599,0.599400599,0.599400599,0.599400599,0.599400599,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.699300699,0.899100899,0.899100899,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,0.799200799,,
Bosnia and Herzegovina,BIH,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6015625,16.6015625,16.6015625,16.6015625,17.578125,17.578125,18.5546875,18.5546875,19.53125,19.7265625,19.47265625,19.86328125,20.078125,20.01953125,20.05859375,19.9609375,19.6875,19.47265625,19.609375,19.62890625,19.58984375,19.70703125,19.6484375,19.9609375,20.0390625,,
Belarus,BLR,Arable land (% of land area),AG.LND.ARBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.99408401,30.09268389,30.68921317,30.72372313,30.71386314,30.44271347,30.5018734,30.47722343,30.23565372,28.40169592,27.6882118,27.45649066,27.35565307,27.32337425,27.30409069,27.20059142,27.18580582,27.33458239,27.279448,27.24853383,27.21403578,27.40010242,27.89582792,27.97051741,28.00066795,,
Belize,BLZ,Arable land (% of land area),AG.LND.ARBL.ZS,,1.578255151,1.578255151,1.622095572,1.622095572,1.622095572,1.665935993,1.665935993,1.665935993,1.709776414,1.709776414,1.753616835,1.753616835,1.797457256,1.797457256,1.841297676,1.841297676,1.885138097,1.885138097,1.885138097,1.972818939,2.01665936,2.01665936,2.01665936,2.01665936,1.885138097,1.928978518,2.148180623,2.192021043,2.279701885,2.279701885,2.367382727,2.455063569,2.630425252,2.630425252,2.718106094,2.761946515,2.805786936,2.805786936,2.805786936,2.805786936,2.849627356,3.068829461,3.068829461,3.068829461,3.068829461,3.068829461,3.068829461,3.068829461,3.200350723,3.288031565,3.288031565,3.419552828,3.419552828,3.419552828,3.419552828,3.419552828,,
Bermuda,BMU,Arable land (% of land area),AG.LND.ARBL.ZS,,7.407407387,5.555555678,5.555555678,7.407407387,7.407407387,7.407407387,7.407407387,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,7.407407387,7.407407387,7.407407387,7.407407387,7.407407387,7.407407387,7.407407387,7.407407387,7.407407387,7.407407387,7.407407387,7.407407387,7.407407387,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,,
Bolivia,BOL,Arable land (% of land area),AG.LND.ARBL.ZS,,1.194498292,1.196344503,1.203729346,1.237884243,1.269269824,1.305270931,1.336656513,1.373580726,1.409581833,1.44373673,1.468660574,1.508354103,1.548970738,1.579433213,1.617280532,1.668051325,1.703129327,1.732668697,1.763131173,1.793593649,1.827748546,1.862826549,1.893289024,1.932059448,1.892365919,1.901596972,1.910828025,1.920059079,1.929290132,1.938521185,1.947752239,1.984676452,2.030831718,2.169297517,2.400073848,2.483153328,2.651158497,2.74531524,2.833933352,2.902243146,2.907781778,3.046247577,3.243792117,3.303793963,3.513338872,3.604726299,3.850272316,3.937967322,4.111511123,3.966583587,4.004430906,4.081971753,4.1595126,4.126280809,4.08843349,4.110588018,,
Brazil,BRA,Arable land (% of land area),AG.LND.ARBL.ZS,,2.646282546,2.871452261,3.110739949,3.230383794,3.350027638,3.469671482,3.589315326,3.828603015,3.948246859,4.187534547,4.426822236,4.54646608,4.666109924,4.905397612,5.025041457,5.144685301,5.264329145,5.264329145,5.372008605,5.383972989,5.455759296,5.623260678,5.623260678,5.635225062,5.659153831,5.862548366,5.922370288,5.958263441,5.970227826,6.063669668,6.221240611,6.197910061,6.253065874,6.310614563,6.946401951,6.922353538,6.913978469,6.905507591,6.909049236,6.912590413,7.067481521,7.358574994,7.733060226,8.174904943,8.274209334,8.319793638,8.182203217,8.404980055,8.427712386,8.41849981,8.647019552,8.686980596,9.184100769,9.691988887,9.752528673,9.688279928,,
Barbados,BRB,Arable land (% of land area),AG.LND.ARBL.ZS,,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,37.20930233,34.88372093,34.88372093,34.88372093,32.55813953,32.55813953,30.23255814,30.23255814,30.23255814,30.23255814,30.23255814,30.23255814,27.90697674,25.58139535,23.25581395,22.09302326,20.93023256,18.60465116,16.27906977,,
Brunei Darussalam,BRN,Arable land (% of land area),AG.LND.ARBL.ZS,,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,1.138519924,1.138519924,1.138519924,1.138519924,1.138519924,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.759013283,0.569259962,0.569259962,0.569259962,0.569259962,0.569259962,0.569259962,0.569259962,0.569259962,0.569259962,0.569259962,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.379506641,0.569259962,0.569259962,0.759013283,0.759013283,0.759013283,0.759013283,0.948766603,0.948766603,0.948766603,0.948766603,,
Bhutan,BTN,Arable land (% of land area),AG.LND.ARBL.ZS,,2.140273616,2.140273616,2.140273616,2.140273616,2.140273616,2.140273616,2.140273616,2.140273616,2.140273616,2.354300978,2.354300978,2.354300978,2.354300978,2.461314659,2.461314659,2.56832834,2.56832834,2.56832834,2.675342021,2.782355701,2.782355701,2.889369382,3.103396744,3.103396744,3.103396744,3.103396744,3.12479948,3.017785799,2.84656391,2.889369382,2.889369382,2.889369382,2.910772118,3.51758794,3.668341709,3.793969849,3.844221106,3.844221106,3.844221106,2.663316583,2.788944724,2.788944724,2.788944724,4.145132146,4.381247269,3.969357635,3.575832432,2.623501358,2.623501358,2.639242327,2.628748281,2.628748281,2.628748281,2.628748281,2.628748281,2.621644362,,
Botswana,BWA,Arable land (% of land area),AG.LND.ARBL.ZS,,0.70403896,0.70403896,0.70403896,0.70403896,0.705803469,0.705803469,0.705803469,0.705803469,0.705803469,0.705803469,0.705803469,0.707567978,0.707567978,0.707567978,0.707567978,0.707567978,0.707567978,0.707567978,0.711096995,0.711096995,0.711096995,0.714626012,0.714626012,0.714626012,0.71815503,0.71815503,0.721684047,0.721684047,0.73050659,0.741093642,0.529352602,0.441127168,0.617578035,0.696980926,0.608755492,0.608755492,0.529352602,0.405836995,0.423482081,0.617578035,0.352901735,0.432304625,0.344079191,0.39877896,0.423482081,0.354666243,0.321140578,0.49229792,0.557584741,0.457007746,0.57170081,0.502884972,0.488768902,0.70403896,0.458066462,0.458066462,,
Central African Republic,CAF,Arable land (% of land area),AG.LND.ARBL.ZS,,2.696715785,2.712767665,2.728819545,2.744871424,2.760923304,2.776975184,2.793027063,2.809078943,2.825130823,2.841182702,2.857234582,2.873286462,2.889338342,2.905390221,2.921442101,2.937493981,2.95354586,2.96959774,2.98564962,3.001701499,3.001701499,3.017753379,3.033805259,3.049857138,3.049857138,3.081960898,3.081960898,3.081960898,3.081960898,3.081960898,3.081960898,3.098012777,3.098012777,3.098012777,3.098012777,3.098012777,3.098012777,3.098012777,3.098012777,3.098012777,3.098012777,3.098012777,3.065909018,3.098012777,3.098012777,3.098012777,3.098012777,3.098012777,3.130116537,2.889338342,2.889338342,2.889338342,2.889338342,2.889338342,2.889338342,2.889338342,,
Canada,CAN,Arable land (% of land area),AG.LND.ARBL.ZS,,4.491444998,4.533343011,4.575131055,4.616919099,4.658817112,4.700605157,4.701594874,4.702474622,4.703464339,4.704344087,4.705333804,4.717100438,4.72897704,4.740853642,4.752730244,4.764606846,4.802985866,4.841364886,4.879743905,4.918122925,4.956501945,4.960240875,4.963869837,4.967608767,4.971237729,4.974866691,4.982234583,4.989492506,4.99675043,5.004008353,5.011266277,5.010386528,5.009396812,5.008517063,5.007637315,5.006757567,5.014455364,5.022153162,5.02985096,5.037658726,5.045356523,5.028421369,5.011596182,4.994661027,4.977835841,4.960900686,4.913724184,4.866547681,4.819481146,4.772304644,4.725128141,4.742679291,4.760230012,4.777781163,4.795331884,4.812883034,,
Central Europe and the Baltics,CEB,Arable land (% of land area),AG.LND.ARBL.ZS,,47.80008138,47.60335286,47.36128253,47.36399517,46.9930013,46.96244252,46.72842688,46.69108172,46.43336724,46.32955347,46.1511333,45.93139183,45.78489752,45.70351179,45.58550249,45.53790643,45.4789615,45.41866175,45.31186413,45.18496412,45.05941722,,,,,,,,,,,40.40871157,39.99724865,39.6533499,39.15450024,39.04960469,39.15906336,38.59018491,38.57897601,37.99224567,36.19938165,35.56494983,34.97221001,34.63064462,34.56882436,34.73164886,33.90022711,34.15750096,34.43341524,33.64577224,33.82607858,33.63720793,32.93308231,33.09561463,32.98154663,32.78706747,,
Switzerland,CHE,Arable land (% of land area),AG.LND.ARBL.ZS,,10.02074482,10.06122261,9.813296628,9.709572532,9.555252164,9.385751756,9.193482833,9.099878764,9.107468011,9.003743916,9.029042438,9.183363578,9.178303565,9.244079877,9.332624705,9.347803973,9.357923227,9.494535093,9.535012883,9.641266985,9.729811813,9.83859515,9.980267029,10.17986804,10.24564269,10.22287475,10.08626634,10.17480893,10.33671523,10.21275575,10.3088874,10.27347052,10.36960217,10.60487294,10.68076659,10.64814786,10.51180219,10.45640787,10.38836195,10.34308263,10.35852513,10.33095473,10.2957917,10.28593117,10.27886045,10.29936496,10.28950289,10.28191056,10.27431901,10.2363597,10.22117583,10.21864505,10.19586962,10.10831037,10.0819917,10.08958403,,
Channel Islands,CHI,Arable land (% of land area),AG.LND.ARBL.ZS,,20.20202098,20.20202098,20.20202098,20.20202098,20.20202098,20.20202098,20.20202098,20.20202098,20.70707102,20.70707102,20.70707102,20.70707102,20.20202098,20.20202098,20.20202098,20.20202098,20.20202098,19.69697094,19.69697094,19.69697094,19.69697094,19.69697094,19.19191969,19.19191969,19.19191969,19.19191969,19.19191969,18.68686965,18.68686965,18.68686965,18.68686965,18.68686965,18.1818184,18.1818184,18.1818184,18.1818184,17.67676836,18.68686965,19.69697094,19.69697094,18.68686965,18.1818184,18.1818184,18.68686965,19.19191969,18.1818184,17.17171832,18.68686965,20.70707102,21.71717352,22.22222356,21.71717352,21.06060726,20.85858724,19.69697094,19.69697094,,
Chile,CHL,Arable land (% of land area),AG.LND.ARBL.ZS,,4.895552373,4.922451012,4.949349652,4.976248291,5.003146931,5.03004557,5.056944209,5.083842849,5.110741488,5.247924549,5.315171148,5.382417746,5.516910943,5.584157542,5.584157542,5.646024413,5.50749642,5.368968427,5.230440434,5.159159039,5.020631046,4.814856455,4.744919992,4.673638598,4.631945707,4.510901829,4.137010742,4.114146898,4.12894115,3.768499382,3.611142341,3.281634008,3.09872326,3.061065165,2.851255778,2.669689962,2.665655166,2.66162037,2.420877547,2.353630949,2.353630949,2.219137752,2.017397956,2.017397956,1.950151357,1.81565816,1.697304147,1.764550745,1.761860881,1.709408535,1.771275405,1.725547718,1.76051595,1.733886231,1.765895677,1.707794682,,
China,CHN,Arable land (% of land area),AG.LND.ARBL.ZS,,10.92855431,10.89659947,10.87529625,10.85399302,10.82736399,10.77943174,10.728304,10.67717626,10.62604852,10.57492078,10.52911885,10.48012143,10.43005885,10.48757756,10.33099885,10.31715176,10.3022395,10.27134983,10.27369318,10.24418821,10.30969563,10.8326898,11.42918009,12.14283812,12.79258648,12.83519293,12.80323809,12.87779938,13.01627034,13.18669614,13.30120097,13.09083162,12.92040583,12.85649615,12.73721166,12.71155479,12.72870392,12.76598464,12.70740065,12.58705058,12.36465161,12.19614409,11.89789856,11.88724691,11.95648346,11.57835046,11.55545016,11.51614555,11.47396422,11.42070594,11.34614435,11.28223441,11.2609311,11.25880076,12.67547106,12.66482109,,
